# Forces     
1.000000e-02;2.045556e+05;2.607040e+01;204581.6704 
2.000000e-02;3.008954e+03;2.876462e+01;3037.71862 
3.000000e-02;1.319989e+03;3.201150e+01;1352.0005 
4.000000e-02;6.861987e+02;3.573668e+01;721.93538 
5.000000e-02;4.594205e+02;3.988451e+01;499.30501 
6.000000e-02;3.465956e+02;4.440546e+01;391.00106 
7.000000e-02;2.894578e+02;4.918544e+01;338.64324 
8.000000e-02;2.412660e+02;5.408901e+01;295.35501 
9.000000e-02;2.105257e+02;5.896208e+01;269.48778 
1.000000e-01;1.867742e+02;6.364892e+01;250.42312 
1.100000e-01;1.666933e+02;6.801192e+01;234.70522 
1.200000e-01;1.512260e+02;7.193196e+01;223.15796 
1.300000e-01;1.385325e+02;7.531935e+01;213.85185 
1.400000e-01;1.277809e+02;7.812610e+01;205.907 
1.500000e-01;1.186981e+02;8.034265e+01;199.04075 
1.600000e-01;1.103690e+02;8.200611e+01;192.37511 
1.700000e-01;1.026608e+02;8.317083e+01;185.83163 
1.800000e-01;9.623821e+01;8.390452e+01;180.14273 
1.900000e-01;9.082166e+01;8.427827e+01;175.09993 
2.000000e-01;8.612119e+01;8.435843e+01;170.47962 
2.100000e-01;8.261403e+01;8.420772e+01;166.82175 
2.200000e-01;7.976734e+01;8.388068e+01;163.64802 
2.300000e-01;7.754738e+01;8.342449e+01;160.97187 
2.400000e-01;7.576611e+01;8.287974e+01;158.64585 
2.500000e-01;7.410898e+01;8.227777e+01;156.38675 
2.600000e-01;7.265123e+01;8.164475e+01;154.29598 
2.700000e-01;7.096769e+01;8.100218e+01;151.96987 
2.800000e-01;6.960594e+01;8.035897e+01;149.96491 
2.900000e-01;6.859847e+01;7.972223e+01;148.3207 
3.000000e-01;6.769109e+01;7.909791e+01;146.789 
3.100000e-01;6.678528e+01;7.849322e+01;145.2785 
3.200000e-01;6.620167e+01;7.791168e+01;144.11335 
3.300000e-01;6.568191e+01;7.735497e+01;143.03688 
3.400000e-01;6.540640e+01;7.682983e+01;142.23623 
3.500000e-01;6.508690e+01;7.634070e+01;141.4276 
3.600000e-01;6.485528e+01;7.588678e+01;140.74206 
3.700000e-01;6.461794e+01;7.546961e+01;140.08755 
3.800000e-01;6.429626e+01;7.508886e+01;139.38512 
3.900000e-01;6.420147e+01;7.474494e+01;138.94641 
4.000000e-01;6.420240e+01;7.443829e+01;138.64069 
4.100000e-01;6.412508e+01;7.416784e+01;138.29292 
4.200000e-01;6.401629e+01;7.393383e+01;137.95012 
4.300000e-01;6.387901e+01;7.373713e+01;137.61614 
4.400000e-01;6.376680e+01;7.357605e+01;137.34285 
4.500000e-01;6.375240e+01;7.344989e+01;137.20229 
4.600000e-01;6.379432e+01;7.336010e+01;137.15442 
4.700000e-01;6.374244e+01;7.330308e+01;137.04552 
4.800000e-01;6.386632e+01;7.327518e+01;137.1415 
4.900000e-01;6.394240e+01;7.327373e+01;137.21613 
5.000000e-01;6.415332e+01;7.329563e+01;137.44895 
5.100000e-01;6.454371e+01;7.333581e+01;137.87952 
5.200000e-01;6.494526e+01;7.339131e+01;138.33657 
5.300000e-01;6.537684e+01;7.345902e+01;138.83586 
5.400000e-01;6.567845e+01;7.353838e+01;139.21683 
5.500000e-01;6.583532e+01;7.362772e+01;139.46304 
5.600000e-01;6.592326e+01;7.372596e+01;139.64922 
5.700000e-01;6.606226e+01;7.383124e+01;139.8935 
5.800000e-01;6.628425e+01;7.394080e+01;140.22505 
5.900000e-01;6.664756e+01;7.405323e+01;140.70079 
6.000000e-01;6.669403e+01;7.416758e+01;140.86161 
6.100000e-01;6.679932e+01;7.428264e+01;141.08196 
6.200000e-01;6.681553e+01;7.439819e+01;141.21372 
6.300000e-01;6.692501e+01;7.451121e+01;141.43622 
6.400000e-01;6.709226e+01;7.461964e+01;141.7119 
6.500000e-01;6.736128e+01;7.472149e+01;142.08277 
6.600000e-01;6.770572e+01;7.481554e+01;142.52126 
6.700000e-01;6.800782e+01;7.490425e+01;142.91207 
6.800000e-01;6.823424e+01;7.498528e+01;143.21952 
6.900000e-01;6.840992e+01;7.505798e+01;143.4679 
7.000000e-01;6.859642e+01;7.512401e+01;143.72043 
7.100000e-01;6.864940e+01;7.518402e+01;143.83342 
7.200000e-01;6.855988e+01;7.523760e+01;143.79748 
7.300000e-01;6.833890e+01;7.528709e+01;143.62599 
7.400000e-01;6.820818e+01;7.533779e+01;143.54597 
7.500000e-01;6.730047e+01;7.539352e+01;142.69399 
7.600000e-01;6.767535e+01;7.544590e+01;143.12125 
7.700000e-01;6.755461e+01;7.549399e+01;143.0486 
7.800000e-01;6.760368e+01;7.553731e+01;143.14099 
7.900000e-01;6.715333e+01;7.557879e+01;142.73212 
8.000000e-01;6.771220e+01;7.561327e+01;143.32547 
8.100000e-01;6.798869e+01;7.564346e+01;143.63215 
8.200000e-01;6.819128e+01;7.566791e+01;143.85919 
